"DT_VENDA","CD_PRODUTO","DS_PRODUTO","UND_MED","QTD_SAIDA"
24/05/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",22
25/05/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",142
06/05/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",46
17/05/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",127
10/05/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",349
10/05/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",41
03/05/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",233
23/04/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",111
16/04/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",106
01/05/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",286
31/05/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",184
25/04/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",40
15/04/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",207
25/04/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",179
26/04/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",244
19/04/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",88
22/04/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",78
01/04/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",185
06/04/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",452
07/04/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",119
31/05/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",65
28/05/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",66
11/05/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",709
09/05/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",19
15/04/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",15
07/04/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",144
28/04/24 00:00:00,"367","PAO FRANCES","KG",178
30/04/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",27
23/04/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",81
07/04/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",90
30/04/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",63
19/05/24 00:00:00,"367","PAO FRANCES","KG",171
04/04/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",164
02/05/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",26
07/05/24 00:00:00,"367","PAO FRANCES","KG",248
16/05/24 00:00:00,"367","PAO FRANCES","KG",262
03/05/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",18
05/05/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",9
15/11/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",47
19/11/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",93
26/11/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",62
06/11/24 00:00:00,"367","PAO FRANCES","KG",245
21/11/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",287
15/09/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",121
28/08/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",39
26/06/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",195
15/06/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",70
28/06/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",208
29/06/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",395
16/06/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",94
07/06/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",467
13/06/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",57
07/06/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",136
25/06/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",274
02/06/24 00:00:00,"367","PAO FRANCES","KG",184
17/06/24 00:00:00,"367","PAO FRANCES","KG",290
22/06/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",153
01/06/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",61
01/06/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",288
23/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",208
28/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",150
29/06/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",184
14/06/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",25
16/06/24 00:00:00,"367","PAO FRANCES","KG",161
07/06/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",313
08/08/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",232
12/08/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",374
05/08/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",236
23/08/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",43
02/08/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",418
01/08/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",133
31/07/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",155
04/07/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",217
14/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",110
08/07/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",84
27/07/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",67
15/08/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",168
06/08/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",277
12/08/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",451
21/08/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",172
04/08/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",141
17/07/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",27
02/08/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",275
14/08/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",253
16/08/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",199
07/08/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",245
22/08/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",50
07/07/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",147
02/07/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",153
08/07/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",79
05/07/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",80
19/07/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",300
20/07/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",363
13/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",212
20/07/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",17
31/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",111
11/07/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",140
01/07/24 00:00:00,"367","PAO FRANCES","KG",352
29/07/24 00:00:00,"367","PAO FRANCES","KG",278
11/07/24 00:00:00,"367","PAO FRANCES","KG",282
26/07/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",23
20/07/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",252
04/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",178
15/06/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",182
28/07/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",16
20/07/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",63
19/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",179
30/06/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",25
03/06/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",17
12/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",168
22/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",317
25/06/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",60
13/06/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",42
25/06/24 00:00:00,"367","PAO FRANCES","KG",289
25/06/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",46
09/08/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",146
15/08/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",341
26/11/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",132
13/11/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",133
04/11/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",37
10/06/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",46
20/09/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",65
02/09/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",385
11/09/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",284
07/09/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",178
04/09/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",149
09/09/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",350
30/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",22
12/09/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",259
14/09/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",79
24/10/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",49
04/10/24 00:00:00,"367","PAO FRANCES","KG",332
23/08/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",426
13/08/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",98
03/08/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",419
12/10/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",87
19/10/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",184
29/08/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",39
25/10/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",194
03/10/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",88
30/11/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",193
13/08/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",43
05/08/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",288
02/08/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",406
11/08/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",28
25/08/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",18
13/08/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",310
08/08/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",114
20/08/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",146
15/11/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",140
18/09/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",124
03/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",59
03/09/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",241
15/09/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",73
30/09/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",239
19/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",22
05/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",105
20/09/24 00:00:00,"367","PAO FRANCES","KG",320
09/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",166
02/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",84
25/09/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",71
25/09/24 00:00:00,"367","PAO FRANCES","KG",247
29/09/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",121
09/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",68
10/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",156
02/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",51
06/10/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",222
03/10/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",46
23/10/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",259
29/10/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",117
25/10/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",24
19/10/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",71
01/08/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",69
04/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",108
11/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",55
14/10/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",62
02/10/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",215
12/10/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",16
16/10/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",178
24/10/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",174
13/10/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",39
12/10/24 00:00:00,"367","PAO FRANCES","KG",335
06/09/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",121
03/09/24 00:00:00,"367","PAO FRANCES","KG",239
27/09/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",128
02/09/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",84
27/09/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",25
29/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",4
10/09/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",448
22/09/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",90
18/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",40
01/09/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",48
16/09/24 00:00:00,"367","PAO FRANCES","KG",271
22/09/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",13
19/12/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",200
11/12/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",76
24/12/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",264
07/12/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",136
04/12/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",41
17/12/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",15
22/10/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",97
11/10/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",159
26/10/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",45
06/10/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",42
07/10/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",104
15/10/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",29
07/10/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",54
18/10/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",225
15/10/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",65
24/11/24 00:00:00,"367","PAO FRANCES","KG",196
10/11/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",102
22/11/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",35
24/10/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",138
17/10/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",219
23/10/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",284
30/10/24 00:00:00,"367","PAO FRANCES","KG",236
25/10/24 00:00:00,"367","PAO FRANCES","KG",326
10/10/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",62
10/11/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",199
19/11/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",23
26/11/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",43
19/11/24 00:00:00,"367","PAO FRANCES","KG",236
05/10/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",128
24/11/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",12
25/10/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",153
18/10/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",13
07/12/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",1
24/12/24 00:00:00,"367","PAO FRANCES","KG",370
23/12/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",36
28/12/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",27
08/12/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",133
17/12/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",152
19/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",234
04/05/23 00:00:00,"367","PAO FRANCES","KG",298
12/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",74
21/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",104
06/05/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",1040
29/05/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",163
06/05/23 00:00:00,"367","PAO FRANCES","KG",419
09/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",7369
23/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",59
17/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",142
17/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",31
15/05/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",188
07/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",205
22/05/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",122
06/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",539
23/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",118
31/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",86
18/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",135
18/07/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",139
26/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",125
04/02/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",170
13/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",233
23/02/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",63
14/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",179
26/02/23 00:00:00,"367","PAO FRANCES","KG",177
17/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",357
16/06/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",189
09/06/23 00:00:00,"367","PAO FRANCES","KG",311
03/06/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",1144
25/08/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",214
20/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",151
24/02/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",95
03/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",326
04/02/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",309
18/02/23 00:00:00,"367","PAO FRANCES","KG",337
13/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",152
01/03/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",115
09/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",338
31/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",309
13/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",33
08/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",25
05/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",23
10/03/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",239
10/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",489
17/03/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",184
08/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",278
20/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",231
06/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",24
02/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",87
28/03/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",111
07/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",122
20/11/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",93
13/11/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",188
11/11/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",528
15/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",58
20/11/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",46
13/01/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",253
23/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",22
19/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",234
23/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",116
17/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",231
14/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",460
03/01/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",363
12/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",31
08/01/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",104
28/01/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",65
06/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",170
09/03/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",197
05/03/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",51
23/03/23 00:00:00,"367","PAO FRANCES","KG",226
08/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",394
02/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",141
28/01/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",77
21/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",286
23/01/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",76
16/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",244
04/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",242
11/09/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",4
22/08/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",134
20/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",32
10/08/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",220
26/08/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",63
15/08/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",12
21/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",86
01/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",99
09/08/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",115
16/08/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",135
07/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",304
24/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",37
02/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",334
18/08/23 00:00:00,"367","PAO FRANCES","KG",247
10/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",263
03/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",87
10/11/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",100
20/11/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",240
02/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",281
10/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",59
12/02/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",197
17/02/23 00:00:00,"367","PAO FRANCES","KG",281
13/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",49
19/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",60
18/07/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",181
13/10/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",67
25/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",181
