"DT_VENDA","CD_PRODUTO","DS_PRODUTO","UND_MED","QTD_SAIDA"
22/02/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",135
26/02/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",99
10/05/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",388
02/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",27
07/02/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",41
05/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",215
10/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",223
27/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",111
14/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",23
14/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",28
16/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",131
07/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",35
26/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",25
11/05/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",185
03/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",78
19/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",61
16/05/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",220
01/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",33
07/05/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",241
25/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",52
21/07/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",265
02/07/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",166
05/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",21
24/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",61
02/06/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",128
29/06/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",175
23/06/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",413
04/06/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",42
01/08/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",121
25/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",259
18/08/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",214
02/02/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",301
28/01/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",78
21/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",371
17/02/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",296
12/02/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",90
05/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",37
22/02/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",86
20/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",248
17/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",15
07/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",414
11/03/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",359
16/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",47
21/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",22
29/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",261
24/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",323
06/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",390
04/03/23 00:00:00,"367","PAO FRANCES","KG",395
24/11/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",335
14/11/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",95
23/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",91
29/11/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",243
08/11/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",418
12/11/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",55
06/11/23 00:00:00,"367","PAO FRANCES","KG",336
29/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",71
10/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",142
23/11/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",300
02/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",242
10/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",243
17/01/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",47
03/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",166
13/01/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",83
09/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",268
12/01/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",60
17/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",39
13/01/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",355
31/01/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",56
13/01/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",135
15/01/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",114
09/03/23 00:00:00,"367","PAO FRANCES","KG",229
10/03/23 00:00:00,"367","PAO FRANCES","KG",268
06/03/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",181
11/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",392
02/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",272
29/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",36
21/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",61
24/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",357
06/03/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",228
23/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",6771
22/03/23 00:00:00,"367","PAO FRANCES","KG",257
29/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",34
19/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",100
18/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",270
09/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",50
26/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",5
14/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",254
05/03/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",178
20/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",284
30/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",163
25/01/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",119
05/01/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",103
30/01/23 00:00:00,"367","PAO FRANCES","KG",277
21/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",46
08/08/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",178
02/08/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",83
17/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",44
14/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",71
09/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",128
05/08/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",45
13/08/23 00:00:00,"367","PAO FRANCES","KG",213
12/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",150
10/08/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",177
19/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",102
16/08/23 00:00:00,"367","PAO FRANCES","KG",251
15/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",39
26/08/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",247
21/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",219
13/08/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",11
22/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",394
11/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",76
10/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",57
07/08/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",7953
14/01/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",320
22/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",90
16/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",138
28/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",409
16/01/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",301
11/01/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",132
11/01/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",318
02/01/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",86
17/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",136
06/01/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",164
08/01/23 00:00:00,"367","PAO FRANCES","KG",158
15/11/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",321
21/11/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",61
01/11/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",293
05/11/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",176
22/11/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",199
01/11/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",404
05/02/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",40
08/02/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",185
06/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",73
22/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",131
15/02/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",228
20/02/23 00:00:00,"367","PAO FRANCES","KG",295
03/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",116
02/02/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",113
10/01/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",134
28/10/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",170
06/10/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",264
01/10/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",63
28/10/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",565
07/10/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",221
02/10/23 00:00:00,"367","PAO FRANCES","KG",310
19/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",165
05/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",40
01/11/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",281
30/11/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",55
21/06/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",58
14/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",158
10/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",112
15/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",45
10/06/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",404
22/06/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",173
15/06/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",130
06/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",135
05/06/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",7318
19/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",204
10/06/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",186
04/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",150
19/09/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",38
29/09/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",73
05/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",155
24/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",175
25/11/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",677
05/04/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",90
06/04/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",636
17/10/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",47
20/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",214
08/10/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",171
04/07/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",293
03/07/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",174
11/07/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",68
21/07/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",134
07/07/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",448
13/07/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",140
30/07/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",143
28/07/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",224
09/11/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",183
11/11/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",109
25/06/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",32
11/06/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",71
10/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",206
20/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",87
17/02/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",158
29/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",185
01/12/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",432
31/12/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",193
20/12/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",9
09/12/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",223
07/06/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",329
24/06/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",33
29/06/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",193
25/06/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",181
16/06/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",59
11/06/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",179
15/06/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",117
24/06/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",187
07/07/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",135
16/07/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",145
11/07/23 00:00:00,"367","PAO FRANCES","KG",287
22/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",221
29/06/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",207
30/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",82
06/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",507
23/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",111
24/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",35
09/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",154
15/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",46
27/09/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",73
18/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",85
05/09/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",174
04/04/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",134
15/04/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",40
05/04/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",327
27/04/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",185
30/04/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",177
11/04/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",82
12/04/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",269
23/04/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",186
04/04/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",5
07/04/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",71
22/04/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",248
03/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",25
10/04/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",303
11/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",51
22/04/23 00:00:00,"367","PAO FRANCES","KG",410
27/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",18
20/04/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",219
29/04/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",342
19/04/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",133
13/09/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",141
26/09/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",53
21/04/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",42
16/05/23 00:00:00,"367","PAO FRANCES","KG",272
14/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",109
28/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",26
10/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",276
28/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",19
24/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",50
15/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",39
22/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",74
21/05/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",115
12/09/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",288
03/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",141
14/09/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",120
01/09/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",160
04/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",272
18/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",181
13/02/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",256
19/02/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",40
05/02/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",56
29/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",44
21/02/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",63
09/02/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",530
14/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",78
16/09/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",12
29/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",245
18/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",106
01/09/23 00:00:00,"367","PAO FRANCES","KG",343
16/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",320
28/11/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",40
02/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",163
10/11/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",263
05/02/24 00:00:00,"367","PAO FRANCES","KG",301
11/02/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",118
22/02/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",172
10/12/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",103
21/12/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",24
09/12/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",596
10/12/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",193
29/12/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",69
28/12/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",381
04/12/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",22
09/12/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",139
07/12/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",374
11/12/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",14593
29/12/23 00:00:00,"367","PAO FRANCES","KG",364
17/12/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",110
12/12/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",106
21/12/23 00:00:00,"367","PAO FRANCES","KG",279
07/12/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",238
13/12/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",158
03/12/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",45
19/12/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",30
01/12/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",575
24/12/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",53
30/12/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",267
23/12/23 00:00:00,"367","PAO FRANCES","KG",420
04/12/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",81
26/12/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",33
08/12/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",497
07/12/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",19
24/11/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",43
06/11/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",344
01/11/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",495
20/12/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",50
27/12/23 00:00:00,"367","PAO FRANCES","KG",297
29/12/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",540
22/12/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",27
17/10/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",36141
11/12/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",36
22/12/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",193
09/12/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",476
14/11/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",164
12/11/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",171
31/12/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",196
14/12/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",422
31/12/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",215
02/12/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",653
30/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",258
17/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",205
01/10/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",197
09/10/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",44
04/10/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",99
13/10/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",8
23/11/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",3
19/11/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",18
01/11/23 00:00:00,"367","PAO FRANCES","KG",386
03/07/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",49
21/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",144
01/07/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",220
27/07/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",177
12/07/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",256
21/07/24 00:00:00,"367","PAO FRANCES","KG",161
09/07/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",260
16/07/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",47
11/07/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",176
14/07/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",83
27/07/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",217
19/07/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",15
23/07/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",14
29/07/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",28
